OXYMAX CSV DATA FILE 

CSV FILE CREATION:1/2/2014 10:08:23 PM
EXPERIMENT START:9/5/2013 12:13:58 PM
DATA FILENAME:C:\Users\Katherine\Documents\CLAMS\CLAMS runs\Tibor\2013-09-05-Exp 27 Ob prelim #2.CDTA

GROUP/CAGE:0101
O2 CAL Date:
CO2 CAL Date:
SUBJECT ID:ob pctp wt HL M1077
SUBJECT MASS:58.3 G
wt 352:

REFERENCE SETTLE TIME:85 seconds
REFERENCE MEASURE TIME:5 seconds
CAGE SETTLE TIME:85 seconds
CAGE MEASURE TIME:5 seconds
REFERENCE METHOD:EVRYN N=6
HEAT CALCULATION METHOD:STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP,
#,,,ml/kg/hr,%,%,%,l,ml/kg/hr,%,%,%,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
139,0101,9/6/2013 12:26:13 PM ,729,20.31,20.17,0.14,1.5,623,0.057,0.180,0.123,1.4,0.854,0.2,0.49,DYNAMIC,-0.16,1.77,76,2,35.4,
140,0101,9/6/2013 12:36:43 PM ,728,20.31,20.17,0.14,1.5,667,0.058,0.190,0.132,1.4,0.917,0.2,0.49,DYNAMIC,0.12,1.89,18,1,35.3,
141,0101,9/6/2013 12:47:13 PM ,738,20.31,20.17,0.14,1.5,686,0.059,0.194,0.135,1.4,0.929,0.2,0.49,STABLE,0.05,1.94,2,1,35.3,
142,0101,9/6/2013 12:57:43 PM ,717,20.31,20.17,0.14,1.5,644,0.059,0.186,0.127,1.4,0.898,0.2,0.49,STABLE,0.00,1.94,29,2,35.2,
143,0101,9/6/2013 1:08:13 PM ,701,20.31,20.18,0.14,1.6,639,0.061,0.187,0.126,1.4,0.911,0.2,0.49,DYNAMIC,-0.56,1.38,44,1,35.2,
144,0101,9/6/2013 1:18:43 PM ,707,20.31,20.17,0.14,1.6,671,0.065,0.197,0.132,1.4,0.949,0.2,0.49,DYNAMIC,-0.74,0.64,13,0,35.2,
145,0101,9/6/2013 1:29:13 PM ,717,20.31,20.18,0.14,1.6,612,0.050,0.171,0.121,1.4,0.853,0.2,0.49,DYNAMIC,0.72,1.36,131,9,35.1,
146,0101,9/6/2013 1:39:43 PM ,721,20.31,20.17,0.14,1.6,648,0.050,0.178,0.128,1.4,0.898,0.2,0.49,STABLE,0.58,1.94,63,4,35.1,
147,0101,9/6/2013 1:50:13 PM ,701,20.31,20.17,0.13,1.6,599,0.050,0.168,0.118,1.4,0.855,0.2,0.49,STABLE,-0.07,1.87,2,1,35.1,
148,0101,9/6/2013 2:00:43 PM ,713,20.31,20.17,0.14,1.6,606,0.050,0.170,0.120,1.5,0.849,0.2,0.49,DYNAMIC,-0.76,1.11,24,8,35.1,
149,0101,9/6/2013 2:11:13 PM ,731,20.31,20.17,0.14,1.6,626,0.050,0.174,0.124,1.5,0.856,0.2,0.49,STABLE,0.84,1.95,76,7,35.1,
150,0101,9/6/2013 2:21:43 PM ,701,20.31,20.17,0.13,1.6,593,0.049,0.166,0.117,1.5,0.846,0.2,0.49,STABLE,-0.12,1.83,19,6,35.2,
151,0101,9/6/2013 2:32:13 PM ,709,20.31,20.17,0.14,1.6,593,0.049,0.166,0.117,1.5,0.836,0.2,0.49,STABLE,0.13,1.96,124,7,35.2,
152,0101,9/6/2013 2:42:43 PM ,710,20.31,20.17,0.14,1.6,596,0.049,0.167,0.118,1.5,0.839,0.2,0.49,STABLE,0.00,1.96,45,8,35.2,
153,0101,9/6/2013 2:53:13 PM ,698,20.31,20.18,0.13,1.6,602,0.049,0.168,0.119,1.5,0.863,0.2,0.49,STABLE,0.00,1.96,138,6,35.2,
154,0101,9/6/2013 3:03:43 PM ,696,20.31,20.18,0.13,1.6,600,0.050,0.169,0.119,1.5,0.862,0.2,0.49,STABLE,0.00,1.96,53,8,35.2,
155,0101,9/6/2013 3:14:13 PM ,753,20.31,20.17,0.14,1.6,640,0.051,0.177,0.126,1.5,0.850,0.2,0.49,STABLE,0.01,1.97,65,17,35.2,
156,0101,9/6/2013 3:24:43 PM ,903,20.31,20.14,0.18,1.6,828,0.051,0.215,0.164,1.5,0.917,0.3,0.49,DYNAMIC,-0.27,1.70,167,63,35.2,
157,0101,9/6/2013 3:35:13 PM ,725,20.31,20.17,0.14,1.7,627,0.052,0.176,0.124,1.5,0.864,0.2,0.49,DYNAMIC,-12.90,-11.20,0,0,35.3,
158,0101,9/6/2013 3:45:43 PM ,667,20.31,20.18,0.13,1.7,577,0.051,0.166,0.114,1.5,0.864,0.2,0.49,DYNAMIC,0.13,-11.07,1,1,35.1,
159,0101,9/6/2013 3:56:13 PM ,703,20.32,20.18,0.13,1.7,587,0.051,0.167,0.117,1.5,0.836,0.2,0.49,DYNAMIC,-4.32,-15.39,0,0,35.0,
160,0101,9/6/2013 4:06:43 PM ,690,20.31,20.18,0.13,1.7,590,0.051,0.167,0.116,1.5,0.854,0.2,0.49,DYNAMIC,4.18,-11.21,0,0,35.0,
161,0101,9/6/2013 4:17:13 PM ,499,20.32,20.23,0.09,1.7,370,0.050,0.122,0.073,1.5,0.741,0.1,0.49,OUT OF SERVICE,0.00,-11.21,572,239,35.1,
162,0101,9/6/2013 4:27:43 PM ,1549,20.32,20.02,0.30,1.7,1291,0.049,0.305,0.255,1.5,0.834,0.4,0.49,OUT OF SERVICE,0.00,-11.21,429,177,36.3,
163,0101,9/6/2013 4:38:13 PM ,1648,20.31,19.99,0.32,1.7,1456,0.059,0.347,0.289,1.6,0.883,0.5,0.49,STABLE,0.00,-11.21,208,44,36.9,
164,0101,9/6/2013 4:48:43 PM ,1124,20.32,20.10,0.22,1.7,953,0.055,0.244,0.189,1.6,0.848,0.3,0.49,STABLE,-0.07,-11.28,148,43,37.0,
165,0101,9/6/2013 4:59:13 PM ,908,20.32,20.15,0.17,1.7,750,0.054,0.201,0.148,1.6,0.827,0.3,0.49,STABLE,0.03,-11.25,76,8,36.5,
166,0101,9/6/2013 5:09:43 PM ,826,20.32,20.16,0.16,1.7,678,0.053,0.187,0.134,1.6,0.820,0.2,0.49,STABLE,0.14,-11.11,40,10,36.1,
167,0101,9/6/2013 5:20:13 PM ,1393,20.32,20.05,0.27,1.8,1277,0.053,0.305,0.252,1.6,0.917,0.4,0.49,STABLE,0.00,-11.11,390,77,36.1,
168,0101,9/6/2013 5:30:43 PM ,1127,20.32,20.10,0.22,1.8,963,0.053,0.244,0.190,1.6,0.855,0.3,0.49,STABLE,0.02,-11.09,144,35,36.3,
169,0101,9/6/2013 5:41:13 PM ,918,20.32,20.14,0.18,1.8,769,0.053,0.206,0.153,1.6,0.838,0.3,0.49,STABLE,0.00,-11.09,24,5,36.3,
170,0101,9/6/2013 5:51:43 PM ,831,20.32,20.16,0.16,1.8,725,0.053,0.197,0.144,1.6,0.873,0.2,0.49,STABLE,0.01,-11.08,27,12,36.2,
171,0101,9/6/2013 6:02:13 PM ,867,20.32,20.15,0.17,1.8,713,0.053,0.195,0.142,1.6,0.823,0.2,0.49,STABLE,0.00,-11.08,41,16,36.1,
172,0101,9/6/2013 6:12:43 PM ,1386,20.31,20.04,0.27,1.8,1249,0.054,0.301,0.247,1.6,0.901,0.4,0.49,STABLE,0.00,-11.08,387,121,36.1,
173,0101,9/6/2013 6:23:13 PM ,1107,20.31,20.10,0.21,1.8,934,0.054,0.239,0.185,1.6,0.844,0.3,0.49,STABLE,-0.02,-11.10,206,30,36.4,
174,0101,9/6/2013 6:33:43 PM ,906,20.31,20.14,0.17,1.8,766,0.054,0.206,0.152,1.7,0.845,0.3,0.49,STABLE,0.03,-11.07,54,12,36.4,
175,0101,9/6/2013 6:44:13 PM ,1187,20.31,20.08,0.23,1.8,1072,0.054,0.267,0.213,1.7,0.903,0.3,0.49,STABLE,0.04,-11.03,136,42,36.3,
176,0101,9/6/2013 6:54:43 PM ,1009,20.31,20.12,0.19,1.9,852,0.053,0.221,0.168,1.7,0.844,0.3,0.49,STABLE,0.00,-11.03,38,7,36.5,
177,0101,9/6/2013 7:05:13 PM ,995,20.31,20.12,0.19,1.9,863,0.053,0.224,0.171,1.7,0.867,0.3,0.49,STABLE,0.00,-11.03,43,11,36.4,
178,0101,9/6/2013 7:15:43 PM ,951,20.31,20.13,0.18,1.9,803,0.053,0.212,0.159,1.7,0.844,0.3,0.49,STABLE,0.01,-11.02,44,12,36.4,
179,0101,9/6/2013 7:26:13 PM ,1161,20.31,20.09,0.22,1.9,1007,0.053,0.252,0.199,1.7,0.867,0.3,0.49,STABLE,0.02,-11.00,126,46,36.4,
180,0101,9/6/2013 7:36:43 PM ,982,20.31,20.12,0.19,1.9,841,0.053,0.219,0.166,1.7,0.856,0.3,0.49,DYNAMIC,-1.62,-12.62,26,9,36.3,
181,0101,9/6/2013 7:47:13 PM ,999,20.31,20.12,0.19,1.9,894,0.053,0.230,0.177,1.7,0.894,0.3,0.49,STABLE,1.63,-10.99,118,26,36.1,
182,0101,9/6/2013 7:57:43 PM ,884,20.31,20.14,0.17,1.9,732,0.053,0.198,0.145,1.7,0.828,0.2,0.49,STABLE,0.00,-10.99,23,7,36.1,
183,0101,9/6/2013 8:08:13 PM ,882,20.31,20.14,0.17,1.9,723,0.053,0.196,0.143,1.7,0.819,0.2,0.49,STABLE,0.00,-10.99,130,1,36.2,
184,0101,9/6/2013 8:18:43 PM ,964,20.31,20.12,0.18,1.9,790,0.053,0.209,0.156,1.7,0.819,0.3,0.49,STABLE,-0.07,-11.06,46,9,36.4,
185,0101,9/6/2013 8:29:13 PM ,920,20.31,20.13,0.18,1.9,775,0.053,0.207,0.153,1.8,0.842,0.3,0.49,STABLE,0.02,-11.04,48,6,36.5,
186,0101,9/6/2013 8:39:43 PM ,892,20.31,20.14,0.17,2.0,728,0.054,0.198,0.144,1.8,0.816,0.3,0.49,DYNAMIC,0.09,-10.95,62,6,36.4,
187,0101,9/6/2013 8:50:13 PM ,1251,20.31,20.07,0.24,2.0,1105,0.055,0.273,0.219,1.8,0.883,0.4,0.49,STABLE,0.05,-10.90,269,80,36.4,
188,0101,9/6/2013 9:00:43 PM ,1417,20.31,20.04,0.28,2.0,1280,0.056,0.310,0.253,1.8,0.903,0.4,0.49,STABLE,0.00,-10.90,621,304,36.8,
189,0101,9/6/2013 9:11:13 PM ,1310,20.31,20.06,0.25,2.0,1120,0.057,0.279,0.222,1.8,0.855,0.4,0.49,STABLE,0.04,-10.86,141,65,36.7,
190,0101,9/6/2013 9:21:43 PM ,1404,20.31,20.04,0.27,2.0,1262,0.055,0.305,0.250,1.8,0.898,0.4,0.49,STABLE,-0.01,-10.87,472,203,36.8,
191,0101,9/6/2013 9:32:13 PM ,1283,20.31,20.06,0.25,2.0,1101,0.057,0.275,0.218,1.8,0.858,0.4,0.49,DYNAMIC,0.01,-10.86,343,142,36.7,
192,0101,9/6/2013 9:42:43 PM ,1270,20.31,20.06,0.25,2.0,1079,0.057,0.272,0.215,1.8,0.850,0.4,0.49,STABLE,0.03,-10.83,303,132,36.5,
193,0101,9/6/2013 9:53:13 PM ,1196,20.31,20.08,0.23,2.0,1055,0.057,0.266,0.209,1.8,0.882,0.3,0.49,STABLE,0.05,-10.78,191,86,36.6,
194,0101,9/6/2013 10:03:43 PM ,1035,20.31,20.11,0.20,2.1,882,0.061,0.236,0.175,1.9,0.853,0.3,0.49,STABLE,0.00,-10.78,114,37,36.2,
195,0101,9/6/2013 10:14:13 PM ,892,20.31,20.13,0.17,2.1,786,0.056,0.212,0.156,1.9,0.881,0.3,0.49,STABLE,0.01,-10.77,88,1,36.3,
196,0101,9/6/2013 10:24:43 PM ,875,20.31,20.14,0.17,2.1,755,0.060,0.210,0.150,1.9,0.863,0.2,0.49,STABLE,0.00,-10.77,14,5,36.2,
197,0101,9/6/2013 10:35:13 PM ,841,20.30,20.14,0.16,2.1,712,0.056,0.197,0.141,1.9,0.847,0.2,0.49,STABLE,0.00,-10.77,3,0,36.1,
198,0101,9/6/2013 10:45:43 PM ,996,20.31,20.11,0.19,2.1,871,0.055,0.228,0.173,1.9,0.875,0.3,0.49,STABLE,0.01,-10.76,180,66,36.1,
199,0101,9/6/2013 10:56:13 PM ,879,20.30,20.13,0.17,2.1,752,0.055,0.204,0.149,1.9,0.856,0.2,0.49,STABLE,0.00,-10.76,27,2,36.1,
200,0101,9/6/2013 11:06:43 PM ,871,20.30,20.14,0.17,2.1,721,0.062,0.205,0.143,1.9,0.828,0.2,0.49,STABLE,0.00,-10.76,70,42,36.0,
201,0101,9/6/2013 11:17:13 PM ,1327,20.31,20.05,0.26,2.1,1214,0.060,0.301,0.241,1.9,0.915,0.4,0.49,DYNAMIC,0.02,-10.74,319,100,36.0,
202,0101,9/6/2013 11:27:43 PM ,1175,20.30,20.08,0.23,2.1,1012,0.055,0.255,0.200,1.9,0.861,0.3,0.49,DYNAMIC,-10.53,-21.27,5,1,36.2,
203,0101,9/6/2013 11:38:13 PM ,1285,20.30,20.05,0.25,2.1,1167,0.054,0.286,0.231,1.9,0.908,0.4,0.49,STABLE,10.58,-10.69,312,140,36.2,
204,0101,9/6/2013 11:48:43 PM ,1365,20.30,20.04,0.26,2.2,1212,0.054,0.295,0.240,1.9,0.888,0.4,0.49,STABLE,0.02,-10.67,495,246,36.2,
205,0101,9/6/2013 11:59:13 PM ,1435,20.30,20.02,0.28,2.2,1317,0.054,0.315,0.261,2.0,0.918,0.4,0.49,STABLE,0.02,-10.65,646,380,36.3,
206,0101,9/7/2013 12:09:43 AM ,1853,20.30,19.94,0.36,2.2,1699,0.055,0.391,0.336,2.0,0.917,0.5,0.49,STABLE,0.00,-10.65,1385,625,37.1,
207,0101,9/7/2013 12:20:13 AM ,1748,20.30,19.97,0.33,2.2,1401,0.055,0.334,0.280,2.0,0.802,0.5,0.49,STABLE,0.07,-10.58,934,454,37.4,
208,0101,9/7/2013 12:30:43 AM ,1734,20.30,19.97,0.33,2.2,1456,0.053,0.342,0.288,2.0,0.840,0.5,0.49,DYNAMIC,-0.24,-10.82,555,201,37.4,
209,0101,9/7/2013 12:41:13 AM ,1850,20.30,19.94,0.36,2.2,1736,0.055,0.398,0.344,2.0,0.938,0.5,0.49,STABLE,0.49,-10.33,745,377,37.5,
210,0101,9/7/2013 12:51:43 AM ,1804,20.30,19.95,0.35,2.3,1694,0.055,0.390,0.335,2.0,0.939,0.5,0.49,DYNAMIC,0.18,-10.15,339,122,37.3,
211,0101,9/7/2013 1:02:13 AM ,1705,20.30,19.97,0.33,2.3,1624,0.054,0.376,0.322,2.1,0.952,0.5,0.49,DYNAMIC,0.06,-10.09,498,252,37.4,
212,0101,9/7/2013 1:12:43 AM ,1702,20.30,19.97,0.33,2.3,1622,0.054,0.375,0.322,2.1,0.953,0.5,0.49,STABLE,0.21,-9.88,357,97,37.3,
213,0101,9/7/2013 1:23:13 AM ,1771,20.30,19.95,0.35,2.3,1722,0.054,0.399,0.345,2.1,0.972,0.5,0.48,STABLE,0.05,-9.83,597,255,37.2,
214,0101,9/7/2013 1:33:43 AM ,1701,20.30,19.97,0.34,2.3,1568,0.054,0.368,0.314,2.1,0.922,0.5,0.49,DYNAMIC,0.06,-9.77,650,223,37.3,
215,0101,9/7/2013 1:44:13 AM ,1458,20.30,20.02,0.29,2.4,1374,0.054,0.326,0.272,2.1,0.942,0.4,0.49,DYNAMIC,-7.43,-17.20,103,9,37.5,
216,0101,9/7/2013 1:54:43 AM ,1524,20.30,20.00,0.30,2.4,1516,0.053,0.354,0.301,2.1,0.995,0.4,0.49,STABLE,7.67,-9.53,110,35,37.3,
217,0101,9/7/2013 2:05:13 AM ,1475,20.30,20.01,0.29,2.4,1413,0.053,0.333,0.279,2.1,0.958,0.4,0.49,STABLE,0.07,-9.46,514,86,37.3,
218,0101,9/7/2013 2:15:43 AM ,1533,20.30,20.00,0.30,2.4,1498,0.054,0.349,0.296,2.2,0.977,0.4,0.49,STABLE,0.10,-9.36,358,105,37.4,
219,0101,9/7/2013 2:26:13 AM ,1227,20.30,20.06,0.24,2.4,1172,0.053,0.286,0.232,2.2,0.955,0.4,0.49,STABLE,0.00,-9.36,245,17,37.2,
220,0101,9/7/2013 2:36:43 AM ,1151,20.30,20.07,0.23,2.4,1124,0.053,0.278,0.225,2.2,0.976,0.3,0.49,STABLE,0.00,-9.36,155,33,37.2,
221,0101,9/7/2013 2:47:13 AM ,1598,20.30,19.98,0.32,2.4,1587,0.053,0.367,0.314,2.2,0.993,0.5,0.49,STABLE,0.11,-9.25,454,129,37.0,
222,0101,9/7/2013 2:57:43 AM ,1528,20.30,20.00,0.30,2.5,1505,0.053,0.352,0.299,2.2,0.985,0.4,0.49,STABLE,0.11,-9.14,326,136,37.2,
223,0101,9/7/2013 3:08:13 AM ,1390,20.30,20.03,0.27,2.5,1340,0.054,0.320,0.266,2.2,0.964,0.4,0.49,STABLE,0.11,-9.03,179,84,37.1,
224,0101,9/7/2013 3:18:43 AM ,1178,20.30,20.07,0.23,2.5,1122,0.055,0.277,0.222,2.2,0.953,0.3,0.49,STABLE,0.00,-9.03,16,8,37.3,
225,0101,9/7/2013 3:29:13 AM ,1372,20.30,20.03,0.27,2.5,1373,0.057,0.329,0.272,2.3,1.001,0.4,0.49,STABLE,0.00,-9.03,533,110,37.1,
226,0101,9/7/2013 3:39:43 AM ,1262,20.30,20.05,0.25,2.5,1196,0.053,0.290,0.237,2.3,0.948,0.4,0.49,STABLE,-0.01,-9.04,280,61,37.0,
227,0101,9/7/2013 3:50:13 AM ,1082,20.30,20.09,0.21,2.5,1039,0.053,0.259,0.206,2.3,0.960,0.3,0.49,STABLE,0.00,-9.04,18,6,37.1,
228,0101,9/7/2013 4:00:43 AM ,1582,20.30,19.99,0.31,2.5,1529,0.052,0.355,0.304,2.3,0.967,0.5,0.49,DYNAMIC,-0.05,-9.09,517,154,36.8,
229,0101,9/7/2013 4:11:13 AM ,1295,20.30,20.05,0.25,2.5,1200,0.052,0.290,0.238,2.3,0.927,0.4,0.49,STABLE,0.15,-8.94,176,12,37.2,
230,0101,9/7/2013 4:21:43 AM ,1387,20.30,20.02,0.28,2.6,1390,0.051,0.327,0.276,2.3,1.003,0.4,0.49,DYNAMIC,-1.29,-10.23,403,115,37.0,
231,0101,9/7/2013 4:32:13 AM ,1560,20.30,19.99,0.31,2.6,1553,0.052,0.359,0.308,2.3,0.995,0.5,0.49,STABLE,1.53,-8.70,235,72,37.2,
232,0101,9/7/2013 4:42:43 AM ,1385,20.30,20.03,0.27,2.6,1320,0.052,0.313,0.261,2.4,0.953,0.4,0.49,STABLE,0.00,-8.70,171,27,37.2,
233,0101,9/7/2013 4:53:13 AM ,1162,20.30,20.07,0.23,2.6,1139,0.052,0.277,0.226,2.4,0.980,0.3,0.49,STABLE,-0.01,-8.71,68,9,37.4,
234,0101,9/7/2013 5:03:43 AM ,1434,20.30,20.01,0.28,2.6,1408,0.052,0.330,0.279,2.4,0.982,0.4,0.49,STABLE,0.21,-8.50,167,15,37.3,
235,0101,9/7/2013 5:14:13 AM ,1708,20.30,19.96,0.34,2.6,1725,0.052,0.395,0.343,2.4,1.010,0.5,0.49,STABLE,-0.01,-8.51,579,207,37.3,
236,0101,9/7/2013 5:24:43 AM ,1260,20.30,20.05,0.25,2.6,1185,0.052,0.287,0.235,2.4,0.940,0.4,0.49,STABLE,0.03,-8.48,71,14,37.3,
237,0101,9/7/2013 5:35:13 AM ,1083,20.29,20.08,0.21,2.7,1049,0.052,0.260,0.208,2.4,0.969,0.3,0.49,STABLE,0.00,-8.48,28,1,37.3,
238,0101,9/7/2013 5:45:43 AM ,1049,20.30,20.09,0.21,2.7,1002,0.052,0.250,0.199,2.4,0.955,0.3,0.49,STABLE,0.00,-8.48,90,4,37.1,
239,0101,9/7/2013 5:56:13 AM ,1007,20.30,20.10,0.20,2.7,973,0.051,0.244,0.193,2.4,0.966,0.3,0.49,STABLE,-0.01,-8.49,33,5,37.0,
240,0101,9/7/2013 6:06:43 AM ,968,20.30,20.11,0.19,2.7,945,0.051,0.239,0.188,2.4,0.977,0.3,0.49,STABLE,0.00,-8.49,8,0,36.8,
241,0101,9/7/2013 6:17:13 AM ,987,20.30,20.10,0.20,2.7,980,0.051,0.246,0.195,2.5,0.993,0.3,0.49,STABLE,0.00,-8.49,78,19,36.7,
242,0101,9/7/2013 6:27:43 AM ,1212,20.30,20.06,0.24,2.7,1206,0.051,0.290,0.239,2.5,0.995,0.4,0.49,DYNAMIC,-7.27,-15.76,198,53,36.6,
243,0101,9/7/2013 6:38:13 AM ,1060,20.30,20.09,0.21,2.7,1021,0.051,0.253,0.203,2.5,0.963,0.3,0.49,DYNAMIC,2.48,-13.28,3,0,36.6,
244,0101,9/7/2013 6:48:43 AM ,1013,20.30,20.10,0.20,2.7,988,0.051,0.246,0.196,2.5,0.975,0.3,0.49,STABLE,4.96,-8.32,63,11,36.3,
245,0101,9/7/2013 6:59:13 AM ,940,20.30,20.11,0.19,2.7,908,0.050,0.231,0.180,2.5,0.966,0.3,0.49,STABLE,-0.02,-8.34,28,2,36.3,
246,0101,9/7/2013 7:09:43 AM ,935,20.30,20.11,0.18,2.8,902,0.051,0.229,0.179,2.5,0.964,0.3,0.49,STABLE,-0.34,-8.68,26,6,36.4,
247,0101,9/7/2013 7:20:13 AM ,919,20.30,20.11,0.18,2.8,911,0.050,0.231,0.181,2.5,0.992,0.3,0.49,STABLE,0.02,-8.66,17,4,36.4,
248,0101,9/7/2013 7:30:43 AM ,884,20.30,20.12,0.17,2.8,876,0.050,0.223,0.173,2.5,0.991,0.3,0.49,STABLE,-0.02,-8.68,56,0,36.3,
249,0101,9/7/2013 7:41:13 AM ,925,20.30,20.12,0.18,2.8,932,0.050,0.234,0.184,2.5,1.007,0.3,0.49,STABLE,0.37,-8.31,100,8,36.3,
250,0101,9/7/2013 7:51:43 AM ,1362,20.30,20.03,0.27,2.8,1433,0.050,0.333,0.283,2.6,1.052,0.4,0.49,STABLE,0.00,-8.31,385,124,36.2,
251,0101,9/7/2013 8:02:13 AM ,1112,20.30,20.08,0.22,2.8,1098,0.050,0.267,0.217,2.6,0.987,0.3,0.49,STABLE,-1.23,-9.54,99,17,36.4,
252,0101,9/7/2013 8:12:43 AM ,912,20.30,20.12,0.18,2.8,860,0.050,0.220,0.170,2.6,0.942,0.3,0.49,DYNAMIC,-0.04,-9.58,0,0,36.4,
253,0101,9/7/2013 8:23:13 AM ,878,20.30,20.13,0.17,2.8,852,0.050,0.218,0.168,2.6,0.970,0.3,0.49,STABLE,0.51,-9.07,36,3,36.2,
254,0101,9/7/2013 8:33:43 AM ,872,20.30,20.12,0.17,2.8,884,0.050,0.225,0.174,2.6,1.015,0.3,0.49,STABLE,0.79,-8.28,56,13,36.2,
255,0101,9/7/2013 8:44:13 AM ,853,20.30,20.13,0.17,2.8,851,0.049,0.217,0.168,2.6,0.998,0.3,0.49,STABLE,0.00,-8.28,193,8,36.1,
256,0101,9/7/2013 8:54:43 AM ,860,20.30,20.13,0.17,2.9,841,0.050,0.216,0.167,2.6,0.978,0.3,0.49,STABLE,0.00,-8.28,12,3,36.1,
257,0101,9/7/2013 9:05:13 AM ,862,20.30,20.13,0.17,2.9,836,0.050,0.215,0.165,2.6,0.970,0.3,0.49,STABLE,0.00,-8.28,34,9,36.0,
258,0101,9/7/2013 9:15:43 AM ,835,20.30,20.14,0.16,2.9,795,0.050,0.206,0.157,2.6,0.952,0.2,0.49,STABLE,0.00,-8.28,152,0,36.0,
259,0101,9/7/2013 9:26:13 AM ,849,20.30,20.13,0.17,2.9,849,0.049,0.217,0.168,2.6,1.000,0.2,0.49,STABLE,0.00,-8.28,119,3,36.0,
260,0101,9/7/2013 9:36:43 AM ,189,20.30,20.26,0.04,2.9,198,0.049,0.088,0.039,2.6,1.046,0.1,0.50,STABLE,0.01,-8.27,79,30,35.8,
261,EVENT,9/7/2013 9:47:13 AM ,1665,20.30,19.97,0.33,2.9,1626,0.055,0.377,0.322,2.6,0.977,0.5,0.49,STABLE,0.00,-8.27,321,55,36.0,
262,0101,9/7/2013 9:57:43 AM ,1389,20.29,20.02,0.27,2.9,1343,0.057,0.323,0.265,2.7,0.967,0.4,0.49,STABLE,0.04,-8.23,375,13,36.3,
263,0101,9/7/2013 10:08:13 AM ,1700,20.29,19.96,0.33,2.9,1669,0.057,0.387,0.330,2.7,0.982,0.5,0.49,STABLE,-0.02,-8.25,610,200,35.9,
264,0101,9/7/2013 10:18:43 AM ,1087,20.30,20.09,0.21,2.9,1021,0.056,0.258,0.201,2.7,0.939,0.3,0.49,STABLE,-0.03,-8.28,868,2,35.9,
265,0101,9/7/2013 10:29:13 AM ,910,20.30,20.12,0.18,2.9,848,0.056,0.223,0.167,2.7,0.932,0.3,0.49,STABLE,-0.02,-8.30,5,2,35.2,
266,0101,9/7/2013 10:39:43 AM ,927,20.30,20.12,0.18,3.0,893,0.055,0.231,0.176,2.7,0.963,0.3,0.49,STABLE,-0.01,-8.31,140,2,34.4,
267,0101,9/7/2013 10:50:13 AM ,910,20.31,20.13,0.18,3.0,883,0.054,0.229,0.174,2.7,0.970,0.3,0.49,STABLE,0.02,-8.29,590,2,33.6,
268,0101,9/7/2013 11:00:43 AM ,859,20.31,20.14,0.17,3.0,796,0.054,0.210,0.157,2.7,0.927,0.2,0.49,STABLE,-0.01,-8.30,64,4,33.0,
269,0101,9/7/2013 11:11:13 AM ,1254,20.31,20.06,0.24,3.0,1197,0.053,0.289,0.236,2.7,0.954,0.4,0.49,STABLE,-0.02,-8.32,213,39,32.6,
270,0101,9/7/2013 11:21:43 AM ,847,20.31,20.14,0.17,3.0,802,0.053,0.211,0.158,2.7,0.948,0.2,0.49,STABLE,-0.01,-8.33,54,6,32.5,
271,0101,9/7/2013 11:32:13 AM ,798,20.31,20.15,0.15,3.0,722,0.052,0.195,0.142,2.8,0.905,0.2,0.49,STABLE,-0.01,-8.34,64,4,32.1,
272,0101,9/7/2013 11:42:43 AM ,857,20.31,20.14,0.17,3.0,769,0.052,0.203,0.152,2.8,0.898,0.2,0.49,STABLE,-0.01,-8.35,68,5,31.7,
273,0101,9/7/2013 11:53:13 AM ,1162,20.31,20.09,0.23,3.0,1054,0.051,0.259,0.208,2.8,0.907,0.3,0.49,STABLE,-0.01,-8.36,223,14,31.4,
274,0101,9/7/2013 12:03:43 PM ,1272,20.30,20.06,0.25,3.0,1167,0.051,0.281,0.230,2.8,0.918,0.4,0.49,STABLE,0.00,-8.36,148,29,31.7,
275,0101,9/7/2013 12:14:13 PM ,897,20.31,20.13,0.17,3.0,805,0.050,0.209,0.159,2.8,0.898,0.3,0.49,STABLE,-0.01,-8.37,6,0,31.8,
276,0101,9/7/2013 12:24:43 PM ,1005,20.31,20.12,0.19,3.1,878,0.050,0.222,0.173,2.8,0.873,0.3,0.49,STABLE,0.00,-8.37,4,0,31.5,
277,0101,9/7/2013 12:35:13 PM ,1330,20.31,20.06,0.25,3.1,1105,0.049,0.267,0.218,2.8,0.831,0.4,0.49,STABLE,0.00,-8.37,0,0,31.4,
278,0101,9/7/2013 12:45:43 PM ,1571,20.31,20.00,0.30,3.1,1415,0.049,0.328,0.279,2.8,0.901,0.5,0.49,STABLE,-0.01,-8.38,166,3,31.8,
